Year,Month,Day,Hour,Minute,Temperature,GHI
2017,4,2,11,30,32.5,1021
2017,4,2,12,30,32.6,1003
2017,4,2,13,30,32.5,905
2017,4,2,14,30,32.2,728
2017,4,2,15,30,31.6,507
2017,4,2,16,30,30.7,259
2017,4,2,17,30,29.8,38
2017,4,2,18,30,29.2,0
2017,4,2,19,30,28.9,0
2017,4,2,20,30,28.7,0
2017,4,2,21,30,28.6,0
2017,4,2,22,30,28.4,0
2017,4,2,23,30,28.3,0
2017,4,3,0,30,28.1,0
2017,4,3,1,30,28,0
2017,4,3,2,30,27.9,0
2017,4,3,3,30,27.8,0
2017,4,3,4,30,27.8,0
2017,4,3,5,30,28.2,0
2017,4,3,6,30,29.1,148
2017,4,3,7,30,30,396
2017,4,3,8,30,30.8,637
2017,4,3,9,30,31.6,836
2017,4,3,10,30,32.3,973
2017,4,3,11,30,32.7,1011
2017,4,3,12,30,32.9,994
2017,4,3,13,30,32.8,740
2017,4,3,14,30,32.4,731
2017,4,3,15,30,31.8,510
2017,4,3,16,30,31,168
2017,4,3,17,30,30,39
2017,4,3,18,30,29.4,0
2017,4,3,19,30,28.9,0
2017,4,3,20,30,28.6,0
2017,4,3,21,30,28.3,0
2017,4,3,22,30,28,0
2017,4,3,23,30,27.9,0
2017,4,4,0,30,27.8,0
2017,4,4,1,30,27.8,0
2017,4,4,2,30,27.8,0
2017,4,4,3,30,27.8,0
2017,4,4,4,30,27.8,0
2017,4,4,5,30,28.2,0
2017,4,4,6,30,29.1,147
2017,4,4,7,30,30,389
2017,4,4,8,30,30.8,623
2017,4,4,9,30,31.5,818
2017,4,4,10,30,31.9,951
2017,4,4,11,30,32.1,975
2017,4,4,12,30,32.1,957
2017,4,4,13,30,31.9,856
2017,4,4,14,30,31.5,686
2017,4,4,15,30,31,472
2017,4,4,16,30,30.3,235
2017,4,4,17,30,29.6,28
2017,4,4,18,30,29.2,0
2017,4,4,19,30,29.1,0
2017,4,4,20,30,28.9,0
2017,4,4,21,30,28.8,0
2017,4,4,22,30,28.7,0
2017,4,4,23,30,28.6,0
2017,4,5,0,30,28.5,0
2017,4,5,1,30,28.4,0
2017,4,5,2,30,28.2,0
2017,4,5,3,30,28.1,0
2017,4,5,4,30,28,0
2017,4,5,5,30,28.2,0
2017,4,5,6,30,29,136
2017,4,5,7,30,29.7,372
2017,4,5,8,30,30.5,606
2017,4,5,9,30,31.2,607
2017,4,5,10,30,31.9,935
2017,4,5,11,30,32.4,984
2017,4,5,12,30,32.6,963
2017,4,5,13,30,32.6,866
2017,4,5,14,30,32.3,698
2017,4,5,15,30,31.8,484
2017,4,5,16,30,31.1,243
2017,4,5,17,30,30.2,31
2017,4,5,18,30,29.6,0
2017,4,5,19,30,29.2,0
2017,4,5,20,30,28.8,0
2017,4,5,21,30,28.6,0
2017,4,5,22,30,28.4,0
2017,4,5,23,30,28.2,0
2017,4,6,0,30,28.1,0
2017,4,6,1,30,28,0
2017,4,6,2,30,27.9,0
2017,4,6,3,30,27.9,0
2017,4,6,4,30,27.8,0
2017,4,6,5,30,28.2,0
2017,4,6,6,30,29.1,144
2017,4,6,7,30,30,385
2017,4,6,8,30,30.8,621
2017,4,6,9,30,31.4,815
2017,4,6,10,30,32,947
2017,4,6,11,30,32.3,986
2017,4,6,12,30,32.5,964
2017,4,6,13,30,32.5,864
2017,4,6,14,30,32.3,695
2017,4,6,15,30,31.8,481
2017,4,6,16,30,31.1,159
2017,4,6,17,30,30.3,32
2017,4,6,18,30,29.7,0
2017,4,6,19,30,29.3,0
2017,4,6,20,30,29.1,0
2017,4,6,21,30,28.8,0
2017,4,6,22,30,28.6,0
2017,4,6,23,30,28.4,0
2017,4,7,0,30,28.2,0
2017,4,7,1,30,28,0
2017,4,7,2,30,27.9,0
2017,4,7,3,30,27.8,0
2017,4,7,4,30,27.8,0
2017,4,7,5,30,28.2,0
2017,4,7,6,30,29.1,71
2017,4,7,7,30,29.9,283
2017,4,7,8,30,30.8,430
2017,4,7,9,30,31.7,643
2017,4,7,10,30,32.5,935
2017,4,7,11,30,33,980
2017,4,7,12,30,33.1,957
2017,4,7,13,30,33,859
2017,4,7,14,30,32.7,692
2017,4,7,15,30,32.2,478
2017,4,7,16,30,31.5,162
2017,4,7,17,30,30.6,31
2017,4,7,18,30,29.9,0
2017,4,7,19,30,29.5,0
2017,4,7,20,30,29.2,0
2017,4,7,21,30,29,0
2017,4,7,22,30,28.7,0
2017,4,7,23,30,28.5,0
2017,4,8,0,30,28.2,0
2017,4,8,1,30,28,0
2017,4,8,2,30,27.9,0
2017,4,8,3,30,27.8,0
2017,4,8,4,30,27.7,0
2017,4,8,5,30,28.1,0
2017,4,8,6,30,29.1,143
2017,4,8,7,30,30.1,381
2017,4,8,8,30,31.1,613
2017,4,8,9,30,32,656
2017,4,8,10,30,32.6,937
2017,4,8,11,30,33,986
2017,4,8,12,30,33.1,964
2017,4,8,13,30,33,865
2017,4,8,14,30,32.8,694
2017,4,8,15,30,32.3,480
2017,4,8,16,30,31.5,240
2017,4,8,17,30,30.5,30
2017,4,8,18,30,29.9,0
2017,4,8,19,30,29.5,0
2017,4,8,20,30,29.3,0
2017,4,8,21,30,29,0
2017,4,8,22,30,28.8,0
2017,4,8,23,30,28.6,0
2017,4,9,0,30,28.4,0
2017,4,9,1,30,28.3,0
2017,4,9,2,30,28.1,0
2017,4,9,3,30,28,0
2017,4,9,4,30,28,0
2017,4,9,5,30,28.5,0
2017,4,9,6,30,29.4,145
2017,4,9,7,30,30.3,380
2017,4,9,8,30,31.1,610
2017,4,9,9,30,31.8,802
2017,4,9,10,30,32.4,934
2017,4,9,11,30,32.8,974
2017,4,9,12,30,32.9,951
2017,4,9,13,30,32.8,855
2017,4,9,14,30,32.5,707
2017,4,9,15,30,32,493
2017,4,9,16,30,31.2,253
2017,4,9,17,30,30.2,36
2017,4,9,18,30,29.5,0
2017,4,9,19,30,29,0
2017,4,9,20,30,28.6,0
2017,4,9,21,30,28.2,0
2017,4,9,22,30,27.9,0
2017,4,9,23,30,27.6,0
2017,4,10,0,30,27.3,0
2017,4,10,1,30,27.1,0
2017,4,10,2,30,26.9,0
2017,4,10,3,30,26.8,0
2017,4,10,4,30,26.8,0
2017,4,10,5,30,27.4,0
2017,4,10,6,30,28.7,155
2017,4,10,7,30,29.9,396
2017,4,10,8,30,31.1,460
2017,4,10,9,30,32.1,726
2017,4,10,10,30,33,937
2017,4,10,11,30,33.5,796
2017,4,10,12,30,33.7,966
2017,4,10,13,30,33.6,865
2017,4,10,14,30,33.2,614
2017,4,10,15,30,32.6,403
2017,4,10,16,30,31.8,190
2017,4,10,17,30,30.9,29
2017,4,10,18,30,30.4,0
2017,4,10,19,30,30.1,0
2017,4,10,20,30,29.9,0
2017,4,10,21,30,29.7,0
2017,4,10,22,30,29.5,0
2017,4,10,23,30,29.2,0
2017,4,11,0,30,29,0
2017,4,11,1,30,28.8,0
2017,4,11,2,30,28.6,0
2017,4,11,3,30,28.5,0
2017,4,11,4,30,28.4,0
2017,4,11,5,30,28.6,0
2017,4,11,6,30,29.3,97
2017,4,11,7,30,30,376
2017,4,11,8,30,30.8,603
2017,4,11,9,30,31.4,789
2017,4,11,10,30,32,849
2017,4,11,11,30,32.3,968
2017,4,11,12,30,32.5,946
2017,4,11,13,30,32.4,848
2017,4,11,14,30,32.1,561
2017,4,11,15,30,31.6,371
2017,4,11,16,30,30.9,152
2017,4,11,17,30,30.2,25
2017,4,11,18,30,29.7,0
2017,4,11,19,30,29.4,0
2017,4,11,20,30,29.2,0
2017,4,11,21,30,29,0
2017,4,11,22,30,28.9,0
2017,4,11,23,30,28.7,0
2017,4,12,0,30,28.6,0
2017,4,12,1,30,28.4,0
2017,4,12,2,30,28.3,0
2017,4,12,3,30,28.3,0
2017,4,12,4,30,28.3,0
2017,4,12,5,30,28.6,0
2017,4,12,6,30,29.1,111
2017,4,12,7,30,29.7,269
2017,4,12,8,30,30.3,522
2017,4,12,9,30,30.7,705
2017,4,12,10,30,31.1,825
2017,4,12,11,30,31.2,876
2017,4,12,12,30,31.3,866
2017,4,12,13,30,31.2,828
2017,4,12,14,30,31,679
2017,4,12,15,30,30.7,370
2017,4,12,16,30,30.3,232
2017,4,12,17,30,29.7,28
2017,4,12,18,30,29.4,0
2017,4,12,19,30,29.1,0
2017,4,12,20,30,28.9,0
2017,4,12,21,30,28.7,0
2017,4,12,22,30,28.5,0
2017,4,12,23,30,28.3,0
2017,4,13,0,30,28.2,0
2017,4,13,1,30,28.1,0
2017,4,13,2,30,28,0
2017,4,13,3,30,28,0
2017,4,13,4,30,28.1,0
2017,4,13,5,30,28.4,0
2017,4,13,6,30,29.2,149
2017,4,13,7,30,30,385
2017,4,13,8,30,30.9,612
2017,4,13,9,30,31.6,797
2017,4,13,10,30,32.1,923
2017,4,13,11,30,32.4,960
2017,4,13,12,30,32.5,936
2017,4,13,13,30,32.4,839
2017,4,13,14,30,32.1,677
2017,4,13,15,30,31.5,465
2017,4,13,16,30,30.8,155
2017,4,13,17,30,30,28
2017,4,13,18,30,29.4,0
2017,4,13,19,30,29.1,0
2017,4,13,20,30,28.8,0
2017,4,13,21,30,28.6,0
2017,4,13,22,30,28.3,0
2017,4,13,23,30,28.1,0
2017,4,14,0,30,27.9,0
2017,4,14,1,30,27.7,0
2017,4,14,2,30,27.7,0
2017,4,14,3,30,27.7,0
2017,4,14,4,30,27.7,0
2017,4,14,5,30,27.9,0
2017,4,14,6,30,28.5,116
2017,4,14,7,30,29.4,332
2017,4,14,8,30,30.5,501
2017,4,14,9,30,31.5,626
2017,4,14,10,30,32.4,761
2017,4,14,11,30,32.9,868
2017,4,14,12,30,33.1,844
2017,4,14,13,30,32.9,729
2017,4,14,14,30,32.4,575
2017,4,14,15,30,31.7,425
2017,4,14,16,30,30.9,230
2017,4,14,17,30,30,25
2017,4,14,18,30,29.3,0
2017,4,14,19,30,28.9,0
2017,4,14,20,30,28.7,0
2017,4,14,21,30,28.5,0
2017,4,14,22,30,28.2,0
2017,4,14,23,30,28,0
2017,4,15,0,30,27.9,0
2017,4,15,1,30,27.7,0
2017,4,15,2,30,27.7,0
2017,4,15,3,30,27.7,0
2017,4,15,4,30,27.7,0
2017,4,15,5,30,28,0
2017,4,15,6,30,28.7,53
2017,4,15,7,30,29.6,291
2017,4,15,8,30,30.6,621
2017,4,15,9,30,31.7,747
2017,4,15,10,30,32.7,832
2017,4,15,11,30,33.3,810
2017,4,15,12,30,33.6,954
2017,4,15,13,30,33.5,854
2017,4,15,14,30,33.2,572
2017,4,15,15,30,32.7,455
2017,4,15,16,30,31.8,159
2017,4,15,17,30,30.8,21
2017,4,15,18,30,30.2,0
2017,4,15,19,30,29.8,0
2017,4,15,20,30,29.6,0
2017,4,15,21,30,29.4,0
2017,4,15,22,30,29.2,0
2017,4,15,23,30,29.1,0
2017,4,16,0,30,28.9,0
2017,4,16,1,30,28.7,0
2017,4,16,2,30,28.6,0
2017,4,16,3,30,28.4,0
2017,4,16,4,30,28.3,0
2017,4,16,5,30,28.7,0
2017,4,16,6,30,29.7,144
2017,4,16,7,30,30.8,380
2017,4,16,8,30,31.9,610
2017,4,16,9,30,32.9,663
2017,4,16,10,30,33.9,929
2017,4,16,11,30,34.5,986
2017,4,16,12,30,34.7,962
2017,4,16,13,30,34.6,861
2017,4,16,14,30,34.2,687
2017,4,16,15,30,33.5,471
2017,4,16,16,30,32.6,164
2017,4,16,17,30,31.5,27
2017,4,16,18,30,30.8,0
2017,4,16,19,30,30.3,0
2017,4,16,20,30,29.9,0
2017,4,16,21,30,29.7,0
2017,4,16,22,30,29.4,0
2017,4,16,23,30,29.3,0
2017,4,17,0,30,29.2,0
2017,4,17,1,30,29.1,0
2017,4,17,2,30,28.9,0
2017,4,17,3,30,28.7,0
2017,4,17,4,30,28.6,0
2017,4,17,5,30,28.8,0
2017,4,17,6,30,29.9,152
2017,4,17,7,30,31.3,387
2017,4,17,8,30,32.6,614
2017,4,17,9,30,33.7,656
2017,4,17,10,30,34.5,765
2017,4,17,11,30,34.9,980
2017,4,17,12,30,35,952
2017,4,17,13,30,34.9,714
2017,4,17,14,30,34.6,566
2017,4,17,15,30,34,464
2017,4,17,16,30,33,156
2017,4,17,17,30,31.9,26
2017,4,17,18,30,30.9,0
2017,4,17,19,30,30.4,0
2017,4,17,20,30,30,0
2017,4,17,21,30,29.6,0
2017,4,17,22,30,29.3,0
2017,4,17,23,30,29.1,0
2017,4,18,0,30,28.9,0
2017,4,18,1,30,28.6,0
2017,4,18,2,30,28.5,0
2017,4,18,3,30,28.4,0
2017,4,18,4,30,28.3,0
2017,4,18,5,30,28.7,0
2017,4,18,6,30,29.7,150
2017,4,18,7,30,30.9,383
2017,4,18,8,30,32.2,610
2017,4,18,9,30,33.3,648
2017,4,18,10,30,34,922
2017,4,18,11,30,34.5,976
2017,4,18,12,30,34.6,952
2017,4,18,13,30,34.5,852
2017,4,18,14,30,34.2,683
2017,4,18,15,30,33.6,471
2017,4,18,16,30,32.7,160
2017,4,18,17,30,31.5,29
2017,4,18,18,30,30.6,0
2017,4,18,19,30,30,0
2017,4,18,20,30,29.6,0
2017,4,18,21,30,29.3,0
2017,4,18,22,30,29,0
2017,4,18,23,30,28.7,0
2017,4,19,0,30,28.6,0
2017,4,19,1,30,28.5,0
2017,4,19,2,30,28.3,0
2017,4,19,3,30,28.2,0
2017,4,19,4,30,28.2,0
2017,4,19,5,30,28.6,0
2017,4,19,6,30,29.7,160
2017,4,19,7,30,30.8,396
2017,4,19,8,30,32,619
2017,4,19,9,30,33,646
2017,4,19,10,30,33.8,930
2017,4,19,11,30,34.3,984
2017,4,19,12,30,34.5,959
2017,4,19,13,30,34.4,860
2017,4,19,14,30,34,696
2017,4,19,15,30,33.4,481
2017,4,19,16,30,32.4,243
2017,4,19,17,30,31.3,33
2017,4,19,18,30,30.3,0
2017,4,19,19,30,29.7,0
2017,4,19,20,30,29.4,0
2017,4,19,21,30,29.1,0
2017,4,19,22,30,28.9,0
2017,4,19,23,30,28.7,0
2017,4,20,0,30,28.5,0
2017,4,20,1,30,28.4,0
2017,4,20,2,30,28.2,0
2017,4,20,3,30,28.1,0
2017,4,20,4,30,28.1,0
2017,4,20,5,30,28.6,0
2017,4,20,6,30,29.7,163
2017,4,20,7,30,30.8,397
2017,4,20,8,30,31.9,621
2017,4,20,9,30,32.8,732
2017,4,20,10,30,33.6,847
2017,4,20,11,30,34,792
2017,4,20,12,30,34.1,812
2017,4,20,13,30,34,699
2017,4,20,14,30,33.6,552
2017,4,20,15,30,32.9,365
2017,4,20,16,30,32,156
2017,4,20,17,30,31,18
2017,4,20,18,30,30.1,0
2017,4,20,19,30,29.6,0
2017,4,20,20,30,29.3,0
2017,4,20,21,30,29.1,0
2017,4,20,22,30,29.1,0
2017,4,20,23,30,29.1,0
2017,4,21,0,30,29,0
2017,4,21,1,30,29,0
2017,4,21,2,30,28.9,0
2017,4,21,3,30,28.8,0
2017,4,21,4,30,28.8,0
2017,4,21,5,30,29.2,0
2017,4,21,6,30,30.1,157
2017,4,21,7,30,31.2,390
2017,4,21,8,30,32.2,472
2017,4,21,9,30,33.1,592
2017,4,21,10,30,33.9,665
2017,4,21,11,30,34.4,722
2017,4,21,12,30,34.7,795
2017,4,21,13,30,34.8,684
2017,4,21,14,30,34.5,661
2017,4,21,15,30,33.9,452
2017,4,21,16,30,32.9,223
2017,4,21,17,30,31.7,25
2017,4,21,18,30,30.7,0
2017,4,21,19,30,30.1,0
2017,4,21,20,30,29.8,0
2017,4,21,21,30,29.6,0
2017,4,21,22,30,29.5,0
2017,4,21,23,30,29.5,0
2017,4,22,0,30,29.5,0
2017,4,22,1,30,29.4,0
2017,4,22,2,30,29.3,0
2017,4,22,3,30,29.2,0
2017,4,22,4,30,29.1,0
2017,4,22,5,30,29.2,0
2017,4,22,6,30,29.8,157
2017,4,22,7,30,30.7,386
2017,4,22,8,30,31.7,607
2017,4,22,9,30,32.7,634
2017,4,22,10,30,33.6,909
2017,4,22,11,30,34.2,948
2017,4,22,12,30,34.5,923
2017,4,22,13,30,34.4,825
2017,4,22,14,30,34,657
2017,4,22,15,30,33.4,450
2017,4,22,16,30,32.4,222
2017,4,22,17,30,31.3,25
2017,4,22,18,30,30.5,0
2017,4,22,19,30,30.1,0
2017,4,22,20,30,29.8,0
2017,4,22,21,30,29.6,0
2017,4,22,22,30,29.4,0
2017,4,22,23,30,29.2,0
2017,4,23,0,30,29.1,0
2017,4,23,1,30,29,0
2017,4,23,2,30,29,0
2017,4,23,3,30,28.9,0
2017,4,23,4,30,28.9,0
2017,4,23,5,30,29.1,0
2017,4,23,6,30,29.7,155
2017,4,23,7,30,30.6,383
2017,4,23,8,30,31.7,604
2017,4,23,9,30,32.8,786
2017,4,23,10,30,33.5,910
2017,4,23,11,30,34,973
2017,4,23,12,30,34.1,949
2017,4,23,13,30,33.9,851
2017,4,23,14,30,33.5,673
2017,4,23,15,30,32.9,463
2017,4,23,16,30,32.1,231
2017,4,23,17,30,31.2,28
2017,4,23,18,30,30.5,0
2017,4,23,19,30,30,0
2017,4,23,20,30,29.8,0
2017,4,23,21,30,29.5,0
2017,4,23,22,30,29.3,0
2017,4,23,23,30,29.1,0
2017,4,24,0,30,29,0
2017,4,24,1,30,28.9,0
2017,4,24,2,30,28.8,0
2017,4,24,3,30,28.8,0
2017,4,24,4,30,28.7,0
2017,4,24,5,30,29.1,0
2017,4,24,6,30,29.9,160
2017,4,24,7,30,31,391
2017,4,24,8,30,32.2,613
2017,4,24,9,30,33.3,642
2017,4,24,10,30,34.1,917
2017,4,24,11,30,34.6,968
2017,4,24,12,30,34.8,942
2017,4,24,13,30,34.7,840
2017,4,24,14,30,34.3,673
2017,4,24,15,30,33.7,463
2017,4,24,16,30,32.8,231
2017,4,24,17,30,31.7,30
2017,4,24,18,30,30.9,0
2017,4,24,19,30,30.4,0
2017,4,24,20,30,30,0
2017,4,24,21,30,29.8,0
2017,4,24,22,30,29.5,0
2017,4,24,23,30,29.3,0
2017,4,25,0,30,29.1,0
2017,4,25,1,30,28.9,0
2017,4,25,2,30,28.8,0
2017,4,25,3,30,28.7,0
2017,4,25,4,30,28.7,0
2017,4,25,5,30,29,0
2017,4,25,6,30,29.8,167
2017,4,25,7,30,31,399
2017,4,25,8,30,32.2,622
2017,4,25,9,30,33.3,641
2017,4,25,10,30,34.1,926
2017,4,25,11,30,34.5,965
2017,4,25,12,30,34.6,936
2017,4,25,13,30,34.3,833
2017,4,25,14,30,33.8,660
2017,4,25,15,30,33,450
2017,4,25,16,30,32,222
2017,4,25,17,30,31.1,25
2017,4,25,18,30,30.5,0
2017,4,25,19,30,30.2,0
2017,4,25,20,30,30,0
2017,4,25,21,30,29.8,0
2017,4,25,22,30,29.5,0
2017,4,25,23,30,29.2,0
2017,4,26,0,30,29,0
2017,4,26,1,30,28.8,0
2017,4,26,2,30,28.6,0
2017,4,26,3,30,28.5,0
2017,4,26,4,30,28.5,0
2017,4,26,5,30,28.8,0
2017,4,26,6,30,29.6,171
2017,4,26,7,30,30.7,298
2017,4,26,8,30,31.9,632
2017,4,26,9,30,32.9,646
2017,4,26,10,30,33.6,940
2017,4,26,11,30,34,986
2017,4,26,12,30,34,960
2017,4,26,13,30,33.7,860
2017,4,26,14,30,33.3,561
2017,4,26,15,30,32.7,371
2017,4,26,16,30,31.8,169
2017,4,26,17,30,30.9,34
2017,4,26,18,30,30.2,0
2017,4,26,19,30,29.7,0
2017,4,26,20,30,29.4,0
2017,4,26,21,30,29.1,0
2017,4,26,22,30,28.8,0
2017,4,26,23,30,28.6,0
2017,4,27,0,30,28.4,0
2017,4,27,1,30,28.3,0
2017,4,27,2,30,28.2,0
2017,4,27,3,30,28.2,0
2017,4,27,4,30,28.1,0
2017,4,27,5,30,28.4,4
2017,4,27,6,30,29,127
2017,4,27,7,30,29.9,311
2017,4,27,8,30,30.8,645
2017,4,27,9,30,31.8,831
2017,4,27,10,30,32.7,957
2017,4,27,11,30,33.3,1013
2017,4,27,12,30,33.6,989
2017,4,27,13,30,33.7,891
2017,4,27,14,30,33.6,711
2017,4,27,15,30,33.1,495
2017,4,27,16,30,32.4,254
2017,4,27,17,30,31.3,39
2017,4,27,18,30,30.4,0
2017,4,27,19,30,29.8,0
2017,4,27,20,30,29.3,0
2017,4,27,21,30,28.9,0
2017,4,27,22,30,28.5,0
2017,4,27,23,30,28.3,0
2017,4,28,0,30,28.1,0
2017,4,28,1,30,28,0
2017,4,28,2,30,27.9,0
2017,4,28,3,30,27.8,0
2017,4,28,4,30,27.8,0
2017,4,28,5,30,28.2,6
2017,4,28,6,30,29.1,182
2017,4,28,7,30,30.2,418
2017,4,28,8,30,31.2,644
2017,4,28,9,30,32.3,828
2017,4,28,10,30,33.3,949
2017,4,28,11,30,33.9,996
2017,4,28,12,30,34.2,970
2017,4,28,13,30,34.1,869
2017,4,28,14,30,33.8,700
2017,4,28,15,30,33.3,485
2017,4,28,16,30,32.5,248
2017,4,28,17,30,31.5,37
2017,4,28,18,30,30.6,0
2017,4,28,19,30,30,0
2017,4,28,20,30,29.6,0
2017,4,28,21,30,29.3,0
2017,4,28,22,30,29,0
2017,4,28,23,30,28.8,0
2017,4,29,0,30,28.7,0
2017,4,29,1,30,28.6,0
2017,4,29,2,30,28.5,0
2017,4,29,3,30,28.3,0
2017,4,29,4,30,28.2,0
2017,4,29,5,30,28.5,5
2017,4,29,6,30,29.2,179
2017,4,29,7,30,30.2,414
2017,4,29,8,30,31.4,639
2017,4,29,9,30,32.4,821
2017,4,29,10,30,33.1,943
2017,4,29,11,30,33.6,973
2017,4,29,12,30,33.8,947
2017,4,29,13,30,33.7,850
2017,4,29,14,30,33.4,676
2017,4,29,15,30,33,467
2017,4,29,16,30,32.2,237
2017,4,29,17,30,31.3,33
2017,4,29,18,30,30.5,0
2017,4,29,19,30,30,0
2017,4,29,20,30,29.7,0
2017,4,29,21,30,29.4,0
2017,4,29,22,30,29.1,0
2017,4,29,23,30,28.9,0
2017,4,30,0,30,28.8,0
2017,4,30,1,30,28.6,0
2017,4,30,2,30,28.5,0
2017,4,30,3,30,28.4,0
2017,4,30,4,30,28.4,0
2017,4,30,5,30,28.7,4
2017,4,30,6,30,29.5,170
2017,4,30,7,30,30.4,395
2017,4,30,8,30,31.2,613
2017,4,30,9,30,32,650
2017,4,30,10,30,32.6,913
2017,4,30,11,30,33.1,964
2017,4,30,12,30,33.4,942
2017,4,30,13,30,33.3,845
2017,4,30,14,30,33.1,676
2017,4,30,15,30,32.6,469
2017,4,30,16,30,31.8,239
2017,4,30,17,30,30.9,34
2017,4,30,18,30,30.3,0
2017,4,30,19,30,29.9,0
2017,4,30,20,30,29.6,0
2017,4,30,21,30,29.4,0
2017,4,30,22,30,29.2,0
2017,4,30,23,30,29,0
2017,5,1,0,30,28.8,0
2017,5,1,1,30,28.6,0
2017,5,1,2,30,28.5,0
2017,5,1,3,30,28.3,0
2017,5,1,4,30,28.3,0
2017,5,1,5,30,28.6,5
2017,5,1,6,30,29.4,112
2017,5,1,7,30,30.2,324
2017,5,1,8,30,31,626
2017,5,1,9,30,31.7,649
2017,5,1,10,30,32.3,927
2017,5,1,11,30,32.7,968
2017,5,1,12,30,32.8,944
2017,5,1,13,30,32.8,846
2017,5,1,14,30,32.5,680
2017,5,1,15,30,32.1,375
2017,5,1,16,30,31.4,172
2017,5,1,17,30,30.6,34
2017,5,1,18,30,29.9,0
2017,5,1,19,30,29.5,0
2017,5,1,20,30,29.3,0
2017,5,1,21,30,29.1,0
2017,5,1,22,30,29,0
2017,5,1,23,30,29,0
2017,5,2,0,30,28.9,0
2017,5,2,1,30,28.8,0
2017,5,2,2,30,28.7,0
2017,5,2,3,30,28.6,0
2017,5,2,4,30,28.5,0
2017,5,2,5,30,28.7,5
2017,5,2,6,30,29.3,178
2017,5,2,7,30,30,410
2017,5,2,8,30,30.9,632
2017,5,2,9,30,31.7,814
2017,5,2,10,30,32.3,934
2017,5,2,11,30,32.7,983
2017,5,2,12,30,32.8,959
2017,5,2,13,30,32.7,861
2017,5,2,14,30,32.4,694
2017,5,2,15,30,31.9,485
2017,5,2,16,30,31.2,250
2017,5,2,17,30,30.4,41
2017,5,2,18,30,29.8,0
2017,5,2,19,30,29.5,0
2017,5,2,20,30,29.2,0
2017,5,2,21,30,29.1,0
2017,5,2,22,30,28.9,0
2017,5,2,23,30,28.7,0
2017,5,3,0,30,28.6,0
2017,5,3,1,30,28.5,0
2017,5,3,2,30,28.4,0
2017,5,3,3,30,28.4,0
2017,5,3,4,30,28.3,0
2017,5,3,5,30,28.7,11
2017,5,3,6,30,29.5,100
2017,5,3,7,30,30.2,284
2017,5,3,8,30,30.9,505
2017,5,3,9,30,31.4,673
2017,5,3,10,30,31.8,802
2017,5,3,11,30,31.9,1000
2017,5,3,12,30,31.9,847
2017,5,3,13,30,31.7,114
2017,5,3,14,30,31.4,98
2017,5,3,15,30,31.1,141
2017,5,3,16,30,30.7,126
2017,5,3,17,30,30.2,21
2017,5,3,18,30,29.9,0
2017,5,3,19,30,29.6,0
2017,5,3,20,30,29.4,0
2017,5,3,21,30,29.2,0
2017,5,3,22,30,29.1,0
2017,5,3,23,30,28.9,0
2017,5,4,0,30,28.8,0
2017,5,4,1,30,28.7,0
2017,5,4,2,30,28.6,0
2017,5,4,3,30,28.6,0
2017,5,4,4,30,28.6,0
2017,5,4,5,30,28.9,11
2017,5,4,6,30,29.6,191
2017,5,4,7,30,30.3,423
2017,5,4,8,30,30.8,643
2017,5,4,9,30,31.3,820
2017,5,4,10,30,31.7,939
2017,5,4,11,30,31.9,979
2017,5,4,12,30,31.9,952
2017,5,4,13,30,31.8,780
2017,5,4,14,30,31.6,594
2017,5,4,15,30,31.3,381
2017,5,4,16,30,30.8,194
2017,5,4,17,30,30.3,33
2017,5,4,18,30,29.9,0
2017,5,4,19,30,29.6,0
2017,5,4,20,30,29.4,0
2017,5,4,21,30,29.1,0
2017,5,4,22,30,28.9,0
2017,5,4,23,30,28.7,0
2017,5,5,0,30,28.6,0
2017,5,5,1,30,28.4,0
2017,5,5,2,30,28.3,0
2017,5,5,3,30,28.3,0
2017,5,5,4,30,28.2,0
2017,5,5,5,30,28.8,14
2017,5,5,6,30,29.7,200
2017,5,5,7,30,30.6,435
2017,5,5,8,30,31.4,657
2017,5,5,9,30,31.9,640
2017,5,5,10,30,32.3,952
2017,5,5,11,30,32.5,998
2017,5,5,12,30,32.6,970
2017,5,5,13,30,32.5,870
2017,5,5,14,30,32.2,707
2017,5,5,15,30,31.8,495
2017,5,5,16,30,31.4,259
2017,5,5,17,30,30.8,45
2017,5,5,18,30,30.4,0
2017,5,5,19,30,30.1,0
2017,5,5,20,30,29.9,0
2017,5,5,21,30,29.7,0
2017,5,5,22,30,29.6,0
2017,5,5,23,30,29.4,0
2017,5,6,0,30,29.3,0
2017,5,6,1,30,29.2,0
2017,5,6,2,30,29,0
2017,5,6,3,30,28.9,0
2017,5,6,4,30,28.8,0
2017,5,6,5,30,28.9,11
2017,5,6,6,30,29.4,192
2017,5,6,7,30,30,426
2017,5,6,8,30,30.7,645
2017,5,6,9,30,31.2,611
2017,5,6,10,30,31.6,937
2017,5,6,11,30,31.8,988
2017,5,6,12,30,31.9,959
2017,5,6,13,30,31.9,860
2017,5,6,14,30,31.7,683
2017,5,6,15,30,31.5,475
2017,5,6,16,30,31.1,202
2017,5,6,17,30,30.7,28
2017,5,6,18,30,30.4,0
2017,5,6,19,30,30.3,0
2017,5,6,20,30,30.1,0
2017,5,6,21,30,29.9,0
2017,5,6,22,30,29.7,0
2017,5,6,23,30,29.5,0
2017,5,7,0,30,29.3,0
2017,5,7,1,30,29,0
